text,label
Eso está bien 👌 eso no hace nada. Por lo menos no está gastando los cuartos en vuelos privados 👏👏👏,
"Mi presi dando clases de humildad a los del PLD que tanto lo critican, mejor que aprendan como trabajando de verdad es que se gana un pueblo. 🇩🇴",
"Populismo mientras el país está lleno de pitices chupandose el país, la delincuencia acabando y el país patas arribas",
Austeridad es el significado para nuestro presidente u hombre humilde y rico desde que nació y sin arrogancia ninguna así se hace,
"Creo que un movimiento estratégico para llamar la atención. Sabemos que está acción sale de lo común y es evidente que al hacerlo llamaría la atención de los lentes de las cámaras y el carnaval de las redes. No digo que este mal, pero más que austeridad o populismo es sonar la campana para que se preste atención y crear una ola de comentarios y alabanzas.",
Suuuper!!! Me encanta!,
Porque no puede ser ambos? Un líder de nuestros países no tiene necesidad de malgastar en viajes privado como suele ser el caso de líderes de países avanzados donde la seguida el mismo el primordial.,
"Populismo, desde antes de ser presidente andaba en helicóptero y aviones privado aunque eran de narcotraficantes y ahora viene con esta...😂😂😂",
"Está poniendo por delante las necesidades del país y él haber asumido un gobierno en medio de una crisis de salud y por lo tanto con fuertes consecuencias económicas. Él como individuo tiene las posibilidades y siempre las ha tenido de volar en lo que sea necesario, económica, business, avión propio, etc., sobre todo porque proyecta unos valores de persona que vive y sabe adaptarse a todas las situaciones independientemente de su capacidad económica. Ahora le toca a él y a su equipo ejecutar medidas de austeridad para el bien RD. Con las medidas de seguridad necesarias de un presidente esto no tiene mayores riesgos, un aplauso de pie para el Presidente. 💯💯",
"Así debe ser, felicidades Luis mi presidente. 🥰🥰",
"La diferencia entre el Presidente Abinader y los anteriores es que como el ha sido millonario desde cuna no necesita del dinero del estado para darse sus lujitos y tener ínfulas del gran señor. Los anteriores eran de familias modestas y se le subieron los sumos a la cabeza por las posiciones de poder que ocuparon. Esto es un acto que se podría clasificar como populista, pero no necesariamente lo es. Al final un presidente merece, comodidad, seguridad y hacer eficiente su tiempo y eso se lograría mejor en un vuelo privado. Ese es un trabajo muy estresante y agotador.",
"Sea cual sea la motivación, se le economizó un buen dinero al estado y es mejor para el medio ambiente viajar en comercial que en privado así que lo apoyo.",
Populismo con austeridad. 😂😂 Para que los dominicanos cambiemos nuestra percepción con respecto a nuestros políticos tendrán que hacernos una lobotomía.,
"A nosotros eso es lo que nos gusta... Desde los tiemponde Colón, que nos mareen #AnacaonaHere",
AUSTERIDAD+ HUMILDAD. Eso es,
"El presidente no solo lo dice sino que lo hace “Si ahorrar los dineros del pueblo es populismo pues anótenme ahí, pues yo soy populista “",
"Cómo quiera es Malo!, si lo está haciendo mal se justifica la crítica, pero si no, no sé inventen cosas, yo a la verdad que no entiendo!, Con todo respeto al Antinoti!",
Pronto un avión disponible para el presidente para viajar donde necesite @avaairways is coming,
En un vuelo comercia no estoy de acuerdo el presidente d ela nación por seguridad nacional creo debe ir en un avión presidencial porque no es una persona que vuela es una nación completa,
usted la pone dende usted entienda pero es parte del cambio que necesita la república Dominicana aunque usted le quiera dar un sentido negativo,
Para que vean 👏👏👏,
@latorapoing viajaba pero con sus cuartos,
"El que conoce a @luisabinader sabe que él es así,bien por él.👏👏👏👏",
Ese es el verdadero sentido de la Austeridad! Y de su palabra!,
"Es un presidente , debe de viajar en un jet con maxima seguridad , viajar asi lo pone de blanco facil para sus enemigos , nunca veremos un presidente de USA viajando asi o un presidente de España , corea etc , simplemente no se puede , eso pone en peligro no solo a el , si no tambien a toda la tripulacion en general!",
@rodneys550 a lo largo de la historia se a demostrado que eres un blanco facil en vuelos comerciales por mas seguridad que este presente hermano.,
"Cualquiera d ellas dos ,Pero me encanta que lo hagan 👏👏👏",
Doña Margó se fue en el mismo vuelo que yo (tiempo atrás),
No hay nada que criticar! Es una buena acción👏,
"Mostrado humildad con el ejemplo en beneficio del país ,👏👏",
"Ser humilde, sencillo y normal lo coloca el la cima de popularidad. Siga así mi presidente el cual me siento muy recompensada por haberlo elegido 🙏",
Experience!!!.,
"Tanta humildad me confunde, todo al extremo no es bueno. Que se esconderá de tras de tanta humildad 🤔🤔🤔🤔",
Populismo 😂😂,
"Realmente no encuentran cómo criticar las acciones de buena Fé del presidente, si fuera lo contrario estarían diciendo que hasta el dinero del pueblo aunque todos sabemos que es un hombre de dinero, tienen que sen más empaticos porque waoooo todo lo critican",
Peligro. Esperemos que ahí solo vaya la familia y la seguridad 😂. Como está esto,
Antes de ser presidente viajaba así? 😅,
"Si el populismo y de paso ayuda a ser austero, pues bien por el! Al fin y al cabo el es el presidente y este es su momento aunque no les guste. Seamos más crédulos con las buenas acciones. ¿Por que hay que criticarlo todo de manera destructiva? Como quiera es malo, si hubiese ido en jet privado de seguro que acaban con el 😒.",
"@evamariagot Suelo llevarme de consejo, por lo tanto no iré a ver dicha historia.. Gracias por advertir..",
"Si el Mexico, tiene su avión y viaja el vuelo comercial, por que no nuestro presidente no lo puedo hacer.",
Excelente!! 👏👏👏,
Eso está excelente 👏👏👏👏,
"La diferencia es grande por eso quieren cuestionar 😂 mientras los corr*pros del otro bando quieren estar viajando en privado cuando el estado no cuenta con uno , viene el presidente y le da cátedra. Digo austeridad 🙌",
Sergio Carlo tú siempre buscándole la quinta pata al gato,
Nuestro presidente lo que es un hombre lleno de humildad que está dando el ejemplo y enseñando muchas lecciones a muchos,
Si me dices si el viajaba en comercial antes de ser presidente o no te respondo @elantinoti,
Lo bueno fue que se viajo por Delta no por JetBlue por que si no llegaba tarde 🤣🤣🤣🤣 viaje por dodne quiera como quiera piden préstamos 💵 el@pais igual,
Me gusta su forma de comportarse está enviando un mensaje,
@_jimenarodriguez_809 llamando la atención.,
"No me importa cual sea de las dos, claro, si es por austeridad es mucho mejor, pero como ciudadana estoy muy contenta de ver ese tipo de acciones.",
Nada en contra pero siento que es un riesgo a su integridad física ... Pero bueno.,
"A mi , me encantó 😍😍😍😍",
"Bajo la comida el con eso ?? Ese busca sonido que se faje a estabilizar el país, 😢",
"Pienso que el presidente @luisabinader está siendo congruente en acciones con lo que predica, simple, aplaudo esa muestra de solidaridad con el país, no estamos para andar gastando el dinero del gobierno en frivolidades, felicidades presidente 👏👏👏👏",
Me imagino que ahí estará lleno de seguridad ese avión,
"Ay mi amor el lo publicó desde su cuenta de tiktok 🤣. Abriera una para seguirlo, pero como yo no tengo tiempo pa’ eso 😕🙄",
@bonillazoila no fue Delta 🙂,
Felicidades señor presidente señor @luisabinader  nosotros los dominicanos ausente le damos la. Bienvenida que Dios lo bendiga 👏👏👏!!,
Yo soy Abinader y no viajo pq como si va hasta en Yola lo van a criticar,
@michelleflaz el mejor comentario que he leído.🔥,
@rubycaraballo es lo que digo pero señores si un rico Dona un millón de dólares para evitar impuestos 😂😂😂 pero realmente lo dona. A los pobres entonces no mires que es para evadir impuesto Mira los pobres👏👏. Si el presidente por ser populista viaja e,
😂😂😂 solo imagínate entonces nadie en las redes es humilde 😂😂😂imagínate tú cómo eres presidenta como vas hacer humilde si todo el tiempo te graba la gente que haces te ocultas en las habitaciones y evitas ser grabado si eso sucediera tu comentario no tendría sentido 😂😂😂. Ahora tal vez la humildad de cámara no es la misma que en persona puede ser peor. O mejor para eso debes hablar con el presi.,
Excelente!,
Tenemos un Presidente humilde.. Que Dios lo bendiga grandemente,
👏 lo veo bien!!!!,
"Muy bien, el de mexico lo hace y no le ha pasado nada",
Mi presi! Dando ejemplo! 👏,
"Eso es él, dejen de decir que es populismo porque ustedes son todos unos sindoras. Como quiera es malo",
Enseñando que el gobierno no es para darse lujos si no para servir,
"El quiere estar con el pueblo, él se pone en el lugar de todos, él conoce las necesidades de nuestro país. Sólo sé que nuestro presidente no vives de poses, simplemente se está mostrando tal cual él es, un dominicano que le duele su país y que desea hacer las cosas bn y diferentes. 👏👏👏👏",
"Ese señor ni antes de ser presidente viajaba en clase normal. Deduzca usted 👩🏼‍🦽💨🤫😅🤪 pero aun asi, esta muy bien 👍🏼",
"Lo que menos le coste al Estado dominicano,  sea populista o no. Somos un pais pobre no podemos tener un estado rico",
El es así hombre educado pero los funcionarios no 😮,
Para mí es austeridad❤️,
"Humildemente creo que está dando ejemplo y si está exigiendo recorte de gastos, que mejor muestra que comienza con su gabinete no todo debe ser criticado y señalado señores, las acciones positivas deben ser también aplaudidas, ejemplo y humildad Bien por el 👏👏👏",
"Ya con eso solucionaron la economía de la aldea que el preside 😂😂😂😂, Dios que fácil es tener ovejas 😂😂😂😂😂",
Why is this news? 😒 Si hubiese viajado en un jet privado se lo comen vivo también…#HecklersPayToHate,
Que sofoque si es distante es malo y si es cercano también.... Pero las personas cercanas siempre serán mejores.... Y eso es lo que él trata de ser... Y hasta eso molesta... Dios!!!!!,
opor,
"El presidente es un ciudadano con los pies en la tierra. No entiendo cuál es el show de muchos. El presidente nunca ha mostrado ostentación. Si el prohibió que los funcionarios viajen en primera clase, mal haría él con hacerlo, está predicando con el ejemplo. El presidente nunca se ha creído por encima. A mucha gente acostumbrada a presidentes ungidos, maestros y guía, predestinados, les molesta el estilo de presidente. ¿ Por qué tiene él que tener el mismo estilo que los anteriores?  Si es un presidente de otro país que lo hace, lo encuentran perfecto.",
@nicolebermudezb EXACTO,
Pos yo encuentro que da un CLARO MENSAJE a sus sub alternos … el ejemplo entra por la casa!,
"Lo que sea, mas es como debe ser.",
Clown 🤡 alert 🚨,
"Si se le critica, también ese gesto de austeridad, es porque las redes lo aguantan todo. Lo que sí es evidente es que es algo sin precedentes en los anales históricos de nuestros gobernantes. Quizá si lo hubiese hecho en campaña electoral, se hubiese admitido cierto populismo, pero en l posición privilegiada que él se encuentra, no necesita de éso.👏👏👏👏👏👏",
Le quiere hacer daño al Wa 😭,
Si fue @jetblue espero que llegue a tiempo mi presi 😂,
"Lo que quieran, a todo siempre se le buscara la contra jajajaj, como quiera será malo, si viaja privado uff cuantos gastos, si viaja en primera clase, wao con el dinero del pueblo, y ya ves lo que dices por donde viajo, entonces la 5 para siempre se buscará.",
Envia una foto de todas las opiniones encontradas por ti por favor,
Una lección para muchos y sobre todo para la oposición de lo que es de verdad un hombre humilde,
👏👏👏👏 bien ya estamos hartos de tantas arrogancia de los gobernantes 👏👏 más humildad más amor,
"Jamás se podría llamar populismo al respeto de los fondos públicos,  esto no encaja en esta buena acción  del presidente, bien por él",
Como quiera es malo.  Yo le compro la de realismo.  Prefiero que se haya dado cuenta de que en éste país ha cambiado y que ya no tolera ni tolerará que funcionarios públicos se crean semidioses. Que los puestos públicos son transitorio.,
Excelente!!! 🙌🙌🙌🙌,
"Si se va en uno privado es un arrogante, si se va en uno comercial es un populista. ¿Y entonces?",
"Creo que por su investidura debió viajar en primera clase. Que sea un vuelo comercial, lo veo bien !",
"Como quiera es malo 😒, quien entiende a las gentes 🤦‍♂️",
Austeridad.,
Pork es malo de por Dios no critiquemos tanto omg porque aqui todo es asi ? Eso esta bien por el,
Muy bien por el 👏👏👏👏👏,
Creo que ese avión está lleno de los funcionarios y escoltas que lo acompañan.,
Definitely populismo,
"Austeridad sin duda, que necesidad tendría de hacerlo por populismo si ya esta en la presidencia no existe campaña",
Eso es esconomizar el dinero del pueblo 👏👏👏👏👏,
Mira el lado positivo... Ese avión no tuvo retrasos 😂😅🤣,
Opinaré si lo veo haciendolo en dos años más.,
Como debe de ser,
Oh padre que es esto uuffff,
Bueno eso aunque sea ayante lo acerca al pueblo imagínense los felices que iban esos pasajeros no habrá quien los aguantes diciendo que compartieron vuelo presidencial,
👏👏👏👏👏👏👏👏👏👏👏👏👏,
❤️👏,
Eso es ridículo. Nada va criticar que un presidente tome un vuelo privado para una viaje al extranjero es más creo que ni que fuera en la misma nación porque su rango lo requiere. Eso el lo hizo para hacer bulto y mostrar una cara que no es la realidad. Porque austeridad para ese viaje pero para otras cosas no hay austeridad. Y ese congreso que gasto el presupuesto de un año en 3 meses y todos esos préstamos mensual 3 préstamos. Por Dios a otro perro con ese hueso.,
"No lo critico, pero no debería Exponerse de esa manera. Debe cuidarse pq es el presidente.",
Populismo!!!,
"Pero coño como quiera es malo, comprenle un Boeing! To lo critican no jodan!!",
"Que así debe ser en un país pobre, porque  viajar en avión privado si siempre han viajado en aviones comerciales?  Quizás por su investidura podrían ponerlo en primera clase, y solo por asunto de seguridad, nada más",
Lo que veo es muchos actores es,
Hacer feliz a la gente es imposible! 🤦‍♀️ el no es el unico presidente en hacer eso y bien por el 👏,
"Un acto inseguro, es el presidente de un país, que no se lleve de la gente. Ahora, sus funcionarios son otra cosa, esos que viajen en spirit",
Yo creo que eso se llama tener clase.,
"Creo que si al estado le sale mas barato hacerlo así, es lo correcto. Que harías tú si fueses el presidente?",
Austeridad ! El dominicano como quiera critica ! Si lo intentas hacer bien o diferente dicen que es populismo pero también quieren que las cosas sean diferentes y es allí que caemos en la DOBLE MORAL.,
"Ahora todo es sonido y mostrar humildad, uno no sabe por qué lo hacen, pero igual no le veo nada de malo a que aborden un vuelo comercial, no es la gran cosa tampoco.",
Esa es su vida,
@jeimyvarga Así es.,
👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,
"Adema el tiene cualto de lo de el arecueldense que son ricos de cuna, asi si le da la gana de volar en primera clase el.puede, aqui hay muchos culos roto, que lo hacen sin pode😂😂😂😂😂",
@sergiocarlo  tu si jodes😂😂😂😂 palo si voga y palo sino voga,
El país no está para  gastos  superfluos,
"Por seguridad y la seguridad de los ciudadanos en un vuelo comercial no creo que sea prudente para el Presidente de una nación hacer eso. Es mi opinión, Es la primera vez que veo eso en los años que tengo de vida.",
"Bien por el presidente, si coge un jet privado también lo critican, y entonces😢😢😢😢",
"Nada que decir🔥 no lo está haciendo perfecto, pero se ve la honestidad en sus acciones,",
"Por motivos de seguridad, un Presidente no debería viajar así. Saludar esta muy bien, juntarse, No",
"@acarbuccia nada q decir, usted tiene toda la razón",
Bulto to y mucho mareo,
Eso esta muy buen🙌🙌🙌🙌🙌🙌,
"Lo veo muy bien, austeridad, predicando con el ejemplo.",
Veamos si continua asi,
"Sea por la razón que sea, el caso es que esta acción refleja coherencia entre lo dicho y lo hecho. Y no importa si lo publica y hace populismo de ello, siempre que mantega esa coherencia en todos los ámbitos de su gobierno.",
Nuestro presidente es millonario de cuna y van a decir que no fue humildad.,
@leocorral 😬😬,
"Todo se lo encuentran mal🤦🤔eso Sta muy bien , el sabrá hasta dnd llega y como se arriesga. A Dios q los cuide!🙏🙏",
Congruencia @elantinoti eso veo 😉 @luisabinader y @raquel_arbaje,
Pienso qué hay muchos asuntos de más relevancia para estar perdiendo el tiempo en esto.,
Aquí en este país las gentes están loca chismosa y como sea es malo,
Yo admiro y respeto a nuestro presidente  Luis Abinader,
Todo es malo.  Mi Dios.,
"Eso es bulto porque bastante cuñas publicitarias esta pagando a pamela, yanna, mariasela ect",
.,
Q le llame cada quien como le d la gana q el opositor nunca ve nada bien pero le quedó bonito y el q no es humilde inventa con otra cosa y no hace eso,
@aleoruiz la gente no sabe q por cada paciente q llega a uci son sobre 2 millonsitos q se lleva aparte d las ayudas q se tubo q dar a muchas personas y el pago de intereses por prestamos anteriores q al dejar las gabetas vacias habia q buscar con q cubrir,
Desde hoy le quite el nombre le llamaré La rosa de Guadalupe 😢😢,
Excelente acción de nuestro presidente 👍,
Tomo el ejemplo de amlo 😂 😂,
@cesar_brito13 usemos sentido común a ver q pasa,
"Ejemplo, no vale de nada exigir sino pones el ejemplo",
Entre todas las opiniones encontradas la realidad es que nuestro presidente está dando una cátedra de gratis a los que les da alergia la estar al lado de la gente,
El extraterrestre se sentó junto con los terrestres??? Wow que acción para aplaudir!! Ni JESÚS que hubiera bajado del cielo..SUSANTISIMO que educación 😔,
"Si no tenemos un avión presidencial, y puede viajar en comercial no hay necesidad de hace un gasto, yo lo veo bien es auteridad definitivamente",
"Humildad. Olvidese, el agentao no baja hasta ahi.",
"No jo.... no es populismo se trata de sencillez, seguridad en un ser expontaneo, seguro de ser humilde, hay que conocer primero para juzgar después, bendiciones señor presidente siga asi",
Pienso que las dos,
El presidente tiene el país ganado y eso mucha gente le molesta,
Qué me paguen mis prestaciones y dejen el cuento😢 la misma viana son todos iguales,
"Un hombre que está donando su sueldo, es AUSTERIDAD",
Ustedes hablando de política y yo pensando “El lo que ta bueno e’ “ 😂😂💪🏼😍,
@carlosdelacruz02 😂😂🤣,
"Es un ciudadano haciendo uso  de sus derechos, puede viajar como le plazca. Los hater siempre van a hablar.",
"Una combinación, la tendencia política es acercarse a la gente Real para ganar popularidad. Sin embargo creo que a @luisabinader  no le hace falta un vuelo en primera clase.  Solo seguridad de que no vallan atentar con su vida....",
Muy bn 👏👏👏👏mi presidente,
"Realmente no debe hacer ese tipo de acciones por su embestidura...es muy sencillo, humilde pero es un riesgo...debe tener prudencia",
"Se  sabe manejar y nacio con cuarto y educado,los rugió se le olvida sus origenes.",
"Pienso que no es ninguna.  Es una forma refrescante y segura de compartir con el pueblo, hacia un destino de donde le entran muchos dólares al país.  Hacer ejemplo cómo en muchos otros temas lo ha hecho Abinader, hacia delante con las buenas acciones presidente @luisabinader bien hecho",
"Pienso que lo hace porque ese viaje lo paga el gobierno y él no quiere gastar mas de lo necesario. Por otra parte, el presidente es una persona millonaria que si pagara de su bolsillo, de seguro, que iría en primera clase. No tendría la necesidad de buscar populismo porque ganó la presidencia y es presidente, ya pa’que?",
Populismo full😂😂,
No veo el problema de él también tiene derecho a viajar en un vuelo comercial también puede ahorrar,
Muy bien por nuestro presidente!👏👏👏🇩🇴,
@ama97ana 👍🏻,
"Como nos acostumbraron a todo lo contrario, se nos hace difícil aceptar lo normal",
"Esta bien, sólo que estamos acostumbrados a criticarlo todo, que todo el que sube debe darse los grandes lujos y robos, por otro lado no podemos ignorar que hacen muchas cosas por populismo. 50/50",
Humildad a flor de piel👏👏👏,
"Ejemplo para los del pasado y los futuros presidentes. No es un Dios , es sólo un servidor público que debe dar ejemplo.",
❤️❤️❤️❤️,
"Populismo, pero igual me cae bien😂",
Es austeridad ya fue elegido y no necesita más populismo,
"Digamos que costumbre, ya me e topado con el presidente antes de serlo cuando era candidato en vuelos comerciales.",
Populismo para seguir cojiendo prestamos,
La verdad ni Dios pudo complacernos siempre existirán las críticas es normal,
"Es Populismo es el un presidente de un pais que gasta un dineral en flores, alfombras y lapiceros y antes de ser presidente tenia dinero so cual es el afan de pretender sencillez. Y durante una pandemia encima... que tonteria",
O sea el presidente de un pais asi arriesgandose para que se caiga el avion y gobierne Leonel lol,
@prinkyh no se sabe que e mejol cuando viene a ver es irrelevante. Nuestro pais esta bollando en un mar de ineptos,
"Diría que es un ejemplo de que los presidentes no siempre necesitan viajar en jet privado. Hay presidentes y ejecutivos de otros paises que viajan en trenes, autobuses y aviones de usos popular.",
"Me pregunto si le cobrarían los 10 dolares cuando regrese, y si los ira a reclamar a impuesto interno.",
"Que esta bien por algo se empieza , bien por el presidente !!!",
Se llama clase de Humildad y buen Ejemplo 👍🏼,
Tenemos el mejor presidente que ha pasado por este país no entiendo por qué las personas me molesta esto.,
Un presidente que es millonario de cuna no necesita hacer esto sin embargo decidió viajar en un vuelo comercial sin importarle nada eso es ser humilde.,
Mi humilde opinión lo que leí hace años. Juan Bosch recortó gastos en su gobierno y el no fue la excepción y entiendo que Abinader está haciendo lo mismo. Lo veo como buen ejemplo de decir y hacer,
Dios bendiga nuestro presidente por estas cosas es que tiene el pueblo en las manos,
Algunas personas se molestan al ver a alguien que es sencillo y humilde no entiendo porque,
@mariaelena_001,
Los dominicanos somos así,
"Eso es respeto y usted amigo yo quiero , que usted sea presidente por así tendremos un presidente perfecto. Por que usted todo lo critica . Lo bueno y lo malo siempre .",
👏🏻👏🏻👏🏻👏🏻 el ejemplo comienza por casa... si quieres cambiar el mundo comienza por ti 👏🏻👏🏻👏🏻👏🏻,
"Si se va en avión privado critican, si se va en avión comercial critican,  eeerrr diablo .",
el presidente abinader es un hombre muy savio... jugada maestra.,
👏 ca@@jo dejen me el suegro tranquilo.,
Eso es una lección de humildad y una línea que deberían seguir todos los funcionarios. 👏,
@melissammaria 😂😂,
"Por Dios!  Me parecería genial si además de esto estuviera regulado todos los beneficios que tienen los funcionarios y demás gastos exagerados por parte del estado en cosas que no benefician al pueblo. Olvidé el nombre del país donde su presidenta hace esto mismo, pero el gasto público y demás beneficios para los funcionarios públicos están controlados, nada que ver con el sistema de aquí. Veo en  Abinader ganas de hacerlo bien, pero hay otras cosas con las que sí lograríamos más, pero bueno, no debemos criticarlo todo🤷",
"Ojalá y que todo el que tenga la oportunidad de influenciar sobre los demás lo haga de manera positiva 👏👏, practicando la humanidad por ejemplo",
"Mi comentario es por qué los políticos antes viajaban en Jets privados y tomando el mejor 🍷, sólo pregunto 🤨",
Eso es austeridad aunque usted no lo crea...,
Yo me imagino cuando aterrizo ese avión todos los dominicanos haciendo su rebu para salir primero 😂😂😂😂,
"@labourpenelope la medida está muy buena, pero el ta con Lui' es que no pierde oportunidad para el populismo y eso es bueno 👍pero hasta cierto punto, y mientras sus funcionarios sigan en visión opuesta a la del presidente aquí lo que se tiene es un desgo",
"Mi punto de vista es: “Comercializar un candidato y producto político basado en populismo”. Felicito al estratega que lleva la gestión de marketing del Sr. Presidente, tiene todo mi respeto y admiración, ese es su trabajo, vender un gobierno solidario y genuinamente cambiado. De que se quiere mandar un mensaje positivo se quiere mandar, eso es indiscutible, pero cual es el trasfondo y que realmente entiende toda la población? Es cierto, el estado no es una empresa y los contribuyentes no deberían costear viáticos abusivos a sus gobernantes…..pero esta medida será sostenible por cuánto tiempo? Su seguridad está en juego? Y si soy un funcionario íntegro y quiero pagar primera clases, cuales serán las represalias o formas de probar que lo he pagado con mis ingresos?. Luis Abinader era un empresario que viajaba en primera clase hace muchos años, entonces que hacemos con eso???. Ah no! verdad que ahora es presidente de la República y debe predicar con el ejemplo 😅, después de los 4 años retómanos nuestro estilo de vida y veremos la rendición de cuentas. Lamentablemente no soy economista y nunca he gobernado un país, pero quiero pensar de forma lógica qué hay otras acciones de austeridad más significativas, sin restarle importancia a esta.",
El orden empieza por la casa 👏👏👏👏 Bien mo presidente 😍,
i Yo pienso que el  fué empatico con las personas que  reaccionaron al verlo llegar.,
"Humildad, lo que le falta a muchos incluyendo a sus funcionarios👏👏",
"Eso se llama ejemplo de humildad y saber como los de pocos recursos se sienten cuando viajan,Dios los bendiga y espero que sigan así 🙏🙌😞😞🤗🤗",
Lo que a él le dé su Santa voluntad!!,
"Desde mi punto de vista eso es puro populismo, de acuerdo a los criterios y normas establecidas sobre la seguridad física de un presidente, ese proceder no se le debe ni puede permitir a ningún presidente.",
@elantinoti @relsantana  eso es para no darle vida a Helidosa 🤣🤣,
👏👏👏👏Excelente!!!,
Me encanta!!,
"Austeridad, creo que con ésa actitud manda una buena señal, espero que a sus subalternos le llegue",
"Por favor! Si el siempre fue un hombre de dinero, ustedes creen que el viajaba así antes? Por lo menos en primera clase iría, si no viajaba en avión privado y ahora que es presidente haciendo esto? Por favorrrrrrrrr!!! Preguntense mejor cuántas veces alguien lo vio alguna vez montandose en un avión en  clase media o económica 🙃🙃🙃🙃🙃🙃 y con eso conocerán la respuesta, populismo o austeridad??? A darle mente a eso. Antes de ser presidente ese señor no conocía lo que era la humildad y las personas que lo conocen lo saben y me va a decir que ahora el si es humilde, ILUSOS!",
"El gran problema de los Dominicanos es que todo se lo encuentran mal, como quiera es malo...",
Lo@lamentable es que no sea en un vuelo comercial de una Línea Bandera Nacional como todos los demás Países del mundo. Y con Pilotos Dominicanos y sobrecargos. Que son muy pero muy buenos y profesionales!!! My 10cents. @luisabinader  @raquel_arbaje,
En la politica y en muchos otros sectores se busca desviar la atención en cosas sin importancia. Muy buena la estrategia  digo la iniciativa.,
Que pena que esto sea noticia. Me parece excelente que si pudo tomar un vuelo comercial y hacerlo de vez en cuando esta excelente. ¡Ojalá todos los funcionarios siguieran esa práctica!,
La suerte es que nos va a salir  más económico el viajecito a todos los dominicanos!  Un BRAVOOOOO,
Nuestro presiente demuestra siempre sus grandes valores,
"Señores, es difícil complacerlos a ustedes… la creeema, si el quiere ser diferente, ¿no puede serlo? Ustedes viven publicando cosas del ex presidente de Uruguay 🇺🇾 porque fue un presidente humilde, Entonces, Luis Abinader no puede serlo, al Dominicano hay q tratarlo mal, somos masoquista! Ojalá vuelva el PLD y los deje desnudos a todos! 🥴",
Bien!,
Si fuera austeridad viajara solo.,
Si se va en avion privado tambien lo critican.  Que vaina 🤔🤔🤨🤨🤨. Lo unico que veo es que un presidente no puede exponerse ni el ni su familia y tampoco los escoltas.. 🙌🙌,
Nuestro presidente es un hombre verdaderamente humilde que no tiene la necesidad de andar en un jet privado si el Estado no cuenta con el,
"Que viaje donde le dé la Gana!! Lamentablemente, en este país a muchos TODO LE JIEDE Y NADA LE GUELE!! Tanta Vaina!! En no yéndose en mi carro, que se vaya como quiera!!👏👏👏👏",
"Hasta que no vea resultados,  no creo en nada .",
👏👏👏asi se hace un mejor paìs,
"Recortes de dinero, obvio también popularidad, y el estar seguro de que ahora mismo no tiene de enemigo al pueblo y puede andar sin personas atacando, eso dice mucho",
Predicando con el ejemplo el Cambio de eso se trata,
Con la de Mito dando el presidente! 😂,
"Depende, si tienes la cabeza llena de mierda una cosa, o si no es la otra!🤷🏽‍♂️",
Lo veo bien y correcto por algo debemos empezar aún tengo esperanza de que algo cambie,
cuando politicos de otros paises viajan en el metro lo aplaudimos pero Horacio en bicicleta y Abinader en vuelo comercial es populismo… Lo nuestro es quejarnos,
"👏👏👏👏👏👏ustedes le pueden llamar como@ustedes quieran , para mi esta súper bien …..además Danilo , Leonel e Hipolito solo viajaban en primera clase.",
TOTALMENTE POPULISMO,
Yo veo eso bien eso le demuestra al pld que cuando se hacen las cosas bien pueden estar en público si que lo llamen ladrón,
"En ves de estar dándole la lengua a otras cosas más importantes, se la pasan criticando a las personas, señores dejen vivir a los demás sin importar cargo político que tenga, como quiera es malo si lo hace o no",
Y en que se fue en Jet Blue?🤔,
Lo de el es eso critica para el no hay nado positivo que país es éste Dios,
"@django_e  si vuela en un vuelo comercial es populismos, y si vuela en un avión privado y con 12 funcionario es un abusador. Que difícil coño",
Para mi austeridad 👏👏👏,
Un hombre humilde.,
"En cuánto le salió el pasaje? Y cuántos lleva de guarda espaldas? Qué más que menos, al fin son todos ciudadanos con diferentes profesiones. Un  sirviente público no es más ni menos y el presidente es un servidor público y también puede hacer lo que le dé su gana siguiendo los reglamentos y dando cuenta del tesoro del país. 👏",
Austeridad.  Creo en sus buenas intenciones  Aunque su círculo no ayude,
Austeridad... Predicando con el ejemplo,
"Puro bulto.  En dominicana Leonel quería comprar un avión y hacer una casa presidencial. Y se opusieron. vivían atacando por los tapones que se hacían por la mañana cuando iba para el palacio. Como si con los otros no pasara lo mismo. Con todos esos locos que hay ahora en los aviones es un riesgo. La presidencia necesita un helicoptero, un avión y una casa presidencial.",
¿Populismo o austeridad? Una pregunta capciosa mi querido Sergio Carlo. En términos reales ahorro dinero y agrado a los pasajeros con su presencia en el vuelo.,
Cree,
"Sea populismo o no, el mensaje pasó. @luisabinader 🙌🙌🙌🙌🙌🙌🙌👏👏👏👏",
Está dando el ejemplo! Hay que ver si sus ministros hacen lo mismo!👏👏👏👏👏,
Cómo quiera eh malo,
"@elantinoti David Carmen, Mújica, Macri, jimmy Morales, por mencionar algunos han viajada en vuelos comerciales sooo la gente que deje su mal vivir😂",
@mikesum.1 Cameron,
En nuestro  país siempre van a criticar si  hace si no hace. Pero al sr. Presidente Bukele le vivimos elogiando todo lo que hace y soñando con un presidente así en Rep. Dom. Aquí tenemos que ser critico siempre de lo bueno y de lo malo. No importo de donde venga ni quien lo haga. Así somos los dominicanos.,
Pero Dios sí se va en un avión privado lo critican y sí va como un simple mortal también. A ustedes no hay quien los complazca,
